,flag,program,value
39228,-fipa-cp-alignment,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39229,-mpopcnt,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.94472911919305
39230,-std=c++1z,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39231,-feliminate-dwarf2-dups,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0995876704881598
39232,-fdevirtualize,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9960837742783816
39233,-flifetime-dse,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39234,-malign-double,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.067257114423421
39235,-fipa-reference-addressable,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39236,-fdiagnostics-color,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0529504477132032
39237,-fvisibility=default,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9498573024376852
39238,-miamcu,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39239,-fcf-protection=full,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39240,-fdce,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8808793189993138
39241,-idirafter,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39242,-E,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39243,--param,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39244,-ftree-copy-prop,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9568054108673004
39245,-fstore-merging,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39246,-mmovdir64b,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39247,-ftime-report,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.085698751895739
39248,-fcf-protection=return,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39249,-fconstexpr-depth=2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0890913590022766
39250,-fprofile-correction,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.05856145340078
39251,-fconstexpr-loop-limit=1,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39252,-fdump-unnumbered,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0944808892646656
39253,-freschedule-modulo-scheduled-loops,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.1041747156795942
39254,-fsched-dep-count-heuristic,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0618929005372637
39255,-mvect8-ret-in-mem,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.05381873278448
39256,-fbounds-check=off,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39257,-ftemplate-depth=2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39258,-fprofile-abs-path,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39259,-foptimize-register-move,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0803665145086845
39260,-std=gnu++0x,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.080152278334009
39261,-finline-small-functions,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9778794684318064
39262,-fregmove,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9654018190081616
39263,-fsigned-zeros,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0835998897008134
39264,-fargument-noalias-anything,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9864508679226338
39265,-ftree-vect-loop-version,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0691226911005955
39266,-mfancy-math-387,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0009515466271497
39267,-finhibit-size-directive,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0952151543172703
39268,-fvisibility=internal,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.087333845224931
39269,-fstack-check,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.112307460577247
39270,-pedantic-errors,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.1069662952999335
39271,-fira-verbose=2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.01211995220456
39272,-fprofile-use,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8965851329262351
39273,-fwrapv,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.08854940082291
39274,-fsimd-cost-model=dynamic,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39275,-fexceptions,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9764397998683064
39276,-msse2avx,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9253362442403484
39277,-imultiarch,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39278,-ftls-model=initial-exec,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0709061993895603
39279,-MMD,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0690271281753334
39280,-fdump-unnumbered-links,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.2278096670668948
39281,-ftabstop=1,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0090338188174144
39282,-fipa-sra,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9650343455747182
39283,-fversion=ident,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39284,-frandom-seed,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39285,-ffp-contract=fast,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0546207211196543
39286,-fasan-shadow-offset=0,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39287,-iquote,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39288,-fcaller-saves,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9994459174562342
39289,-fmerge-debug-strings,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0831763988986205
39290,-gno-pubnames,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0690541333571697
39291,-fconstexpr-loop-limit=3,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39292,-msse4a,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0638559750160743
39293,-msoft-float,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9311143493507724
39294,-ftree-copyrename,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.060302718141792
39295,-fdata-sections,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.924316386971471
39296,-fprofile-reorder-functions,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39297,-x,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39298,-fcilkplus,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39299,-fdelayed-branch,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9346116929558564
39300,-fschedule-insns2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.078503809970026
39301,-fmodulo-sched-allow-regmoves,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0736408352921776
39302,-fpredictive-commoning,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9696872755473892
39303,-fssa-backprop,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39304,-mno-fancy-math-387,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9737738983293848
39305,-fgcse-after-reload,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0584871155764586
39306,-fopt-info,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0643180217756352
39307,-finline,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0577839688829669
39308,-iwithprefix,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39309,-fpie,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0815814177516303
39310,-ftree-parallelize-loops=3,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.918531596961349
39311,--pedantic,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0975267696389652
39312,-m128bit-long-double,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.105441565187164
39313,-mtls-direct-seg-refs,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0952064332275926
39314,-fcf-protection,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39315,-lang-asm,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39316,-fipa-matrix-reorg,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8940724206550736
39317,-ftree-vectorize,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.942712862617624
39318,-fdiagnostics-color=auto,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.095704848227747
39319,-fcommon,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.100225382870902
39320,-fivopts,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9870384424242752
39321,-fsched-stalled-insns-dep=1,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0694437829794303
39322,-fdiagnostics-color=never,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0836351066145222
39323,-mavx512f,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39324,-ftemplate-depth=0,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39325,-fpost-ipa-mem-report,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9706187986055242
39326,-gstatement-frontiers,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39327,-ftree-loop-linear,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0590556069427586
39328,-fkeep-static-functions,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39329,-fpartial-inlining,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9081506743601192
39330,-flto-odr-type-merging,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39331,-L,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39332,-fsched-verbose=2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0838048201980244
39333,-foptimize-sibling-calls,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0261673805853293
39334,-quiet,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39335,-fshow-column,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.103040127355332
39336,-floop-optimize,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9485496008158684
39337,-fident,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.940063034884486
39338,-fpeel-loops,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.943804505486682
39339,-fconstexpr-ops-limit=3,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39340,-fdiagnostics-parseable-fixits,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39341,-fstrict-volatile-bitfields,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0502498892774783
39342,-finit-real=zero,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0466603313937506
39343,-ffunction-sections,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.945384981535802
39344,-falign-jumps,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.101678386234089
39345,-fstrict-enums,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.1017522955071144
39346,-fbtr-bb-exclusive,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0750013189492955
39347,-fassociative-math,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0832702423579517
39348,-fallow-leading-underscore,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0983648941373767
39349,-fenable-,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39350,-mcldemote,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39351,-m64,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0094911391568897
39352,--include-with-prefix,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39353,-fstack-check=generic,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.019743171029633
39354,--include-directory-after,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39355,-mlong-double-64,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.668801121119421
39356,-mlarge-data-threshold=2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0649639127013548
39357,-mavx512vpopcntdq,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39358,-funsafe-loop-optimizations,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.10342285930897
39359,-fpeephole2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.065701412335807
39360,-flto,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0830772410941911
39361,-fsched-stalled-insns=1,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9238840935043998
39362,-fgraphite,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9028583854040592
39363,-fipa-vrp,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39364,-mavx512pf,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39365,-ftree-dce,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0737047438567182
39366,-fcode-hoisting,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39367,-mfp-ret-in-387,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0438720572260725
39368,-flive-patching=inline-clone,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39369,-ftree-store-copy-prop,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0890159050644812
39370,-fvar-tracking-assignments,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0530945585614555
39371,-ftemplate-depth=3,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.1158335927762966
39372,-fkeep-static-consts,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0570380887970057
39373,-ffp-contract=off,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0616234417814827
39374,-fstack-protector-strong,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9643424943514164
39375,-mstv,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39376,-fdebug=ident,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39377,-frtti,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0574617090125216
39378,--include-directory,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39379,-mskip-rax-setup,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39380,-mmanual-endbr,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39381,-fipa-icf-variables,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39382,-ftree-cselim,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9373090769076124
39383,-MQ,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39384,-fgnat-encodings=all,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39385,-O2,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.094497219763058
39386,-ftree-sink,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0576548380368134
39387,-fsimd-cost-model=cheap,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39388,-mpcommit,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39389,-fexcess-precision=standard,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39390,-fmove-loop-invariants,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0946311482341096
39391,-ftree-reassoc,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8902334831202496
39392,-floop-interchange,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0864234222403462
39393,-isystem,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39394,-fdelete-dead-exceptions,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0953536202221152
39395,-mmwaitx,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39396,-momit-leaf-frame-pointer,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.11236256070783
39397,-mwbnoinvd,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39398,-malign-stringops,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.917073191060214
39399,-ftree-loop-ivcanon,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0853175092448015
39400,-fsee,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0923479680091497
39401,-ftree-store-ccp,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.084415802005803
39402,-fvisibility=protected,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0750863980161431
39403,-gpubnames,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.077152378174015
39404,--include-with-prefix-before,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39405,-funconstrained-commons,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39406,-dumpdir,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39407,-ftree-parallelize-loops=1,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0920032234821946
39408,-frecord-gcc-switches,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.962484156274028
39409,-fsanitize-undefined-trap-on-error,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39410,-v,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.9677878712183314
39411,-mpconfig,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39412,-fprofile-report,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0936465054885636
39413,-mbionic,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39414,-ftree-salias,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8935946444857548
39415,-mlong-double-80,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.8779245627767179
39416,-mrecord-return,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39417,-mptwrite,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39418,-MF,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39419,-funroll-all-loops,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.943597303441705
39420,-fzee,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0304853721536154
39421,-fleading-underscore,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,0.0
39422,-fpeephole,Arrays-Multidimentional-Arrays-Passing-to-Function-Prog,1.0727918880709797
39423,-Xf,Pointers-void-Pointers-Prog,0.0
39424,-fselective-scheduling2,Pointers-void-Pointers-Prog,0.8709620127413551
39425,-fgnat-encodings=minimal,Pointers-void-Pointers-Prog,0.0
39426,-fsplit-paths,Pointers-void-Pointers-Prog,0.0
39427,-mfma,Pointers-void-Pointers-Prog,1.005981522573931
39428,-fdump-internal-locations,Pointers-void-Pointers-Prog,0.0
39429,--include,Pointers-void-Pointers-Prog,0.0
39430,-mlzcnt,Pointers-void-Pointers-Prog,0.889073462649608
39431,-mxsaveopt,Pointers-void-Pointers-Prog,1.0277607151589607
39432,-ftree-pta,Pointers-void-Pointers-Prog,1.012936633418951
39433,-maes,Pointers-void-Pointers-Prog,0.9673967521048128
39434,-mred-zone,Pointers-void-Pointers-Prog,1.0106149393270474
39435,-fsplit-loops,Pointers-void-Pointers-Prog,0.0
39436,-ftoplevel-reorder,Pointers-void-Pointers-Prog,0.9532609253940096
39437,-fbranch-probabilities,Pointers-void-Pointers-Prog,0.998522535676418
39438,-fcx-limited-range,Pointers-void-Pointers-Prog,0.9808435785213268
39439,-gcolumn-info,Pointers-void-Pointers-Prog,0.0
39440,-mlong-double-128,Pointers-void-Pointers-Prog,0.0
39441,-fzero-initialized-in-bss,Pointers-void-Pointers-Prog,0.9760258511745163
39442,-fstack-check=specific,Pointers-void-Pointers-Prog,1.016156706831707
39443,-fira-loop-pressure,Pointers-void-Pointers-Prog,0.8554173467984054
39444,-fssa-phiopt,Pointers-void-Pointers-Prog,0.0
39445,-mfentry,Pointers-void-Pointers-Prog,0.980288845568464
39446,-m16,Pointers-void-Pointers-Prog,0.0
39447,-fasan-shadow-offset=1,Pointers-void-Pointers-Prog,0.0
39448,-mms-bitfields,Pointers-void-Pointers-Prog,0.8958048064727879
39449,-mintel-syntax,Pointers-void-Pointers-Prog,0.9927974073299876
39450,-finit-logical=false,Pointers-void-Pointers-Prog,1.0149230877953404
39451,-fschedule-fusion,Pointers-void-Pointers-Prog,0.0
39452,-ftree-slsr,Pointers-void-Pointers-Prog,0.8718470177568676
39453,-fpack-struct=1,Pointers-void-Pointers-Prog,1.0279533829089411
39454,--dumpbase,Pointers-void-Pointers-Prog,0.0
39455,-mavx512vbmi,Pointers-void-Pointers-Prog,0.0
39456,-ftree-dse,Pointers-void-Pointers-Prog,0.8936878553109402
39457,-fstack-reuse=named_vars,Pointers-void-Pointers-Prog,1.020038607655409
39458,-fsched-spec-load-dangerous,Pointers-void-Pointers-Prog,1.007535010823957
39459,-mno-sse4,Pointers-void-Pointers-Prog,0.9577503030764944
39460,-ftree-fre,Pointers-void-Pointers-Prog,1.010000661408331
39461,-fsched-spec-insn-heuristic,Pointers-void-Pointers-Prog,0.998335784279244
39462,-finstrument-functions,Pointers-void-Pointers-Prog,1.0321609682599846
39463,-gstabs+,Pointers-void-Pointers-Prog,0.9816153495638588
39464,-fgcse-las,Pointers-void-Pointers-Prog,0.9799615607692396
39465,-fvisibility=private,Pointers-void-Pointers-Prog,0.0
39466,-fdiagnostics-color=always,Pointers-void-Pointers-Prog,0.8714219154630463
39467,-fversion,Pointers-void-Pointers-Prog,0.0
39468,-fvar-tracking,Pointers-void-Pointers-Prog,1.000364864842453
39469,-fsched-verbose=3,Pointers-void-Pointers-Prog,1.0082490873350185
39470,-mprfchw,Pointers-void-Pointers-Prog,1.004613491046996
39471,--assert,Pointers-void-Pointers-Prog,0.0
39472,-fgnu-tm,Pointers-void-Pointers-Prog,0.992938775006276
39473,-mavx512bw,Pointers-void-Pointers-Prog,0.0
39474,-gvms,Pointers-void-Pointers-Prog,0.0
39475,-fsemantic-interposition,Pointers-void-Pointers-Prog,0.0
39476,-fprofile-values,Pointers-void-Pointers-Prog,0.9973882309170956
39477,-fbounds-check,Pointers-void-Pointers-Prog,1.0119569302213214
39478,-mavx512vbmi2,Pointers-void-Pointers-Prog,0.0
39479,-msahf,Pointers-void-Pointers-Prog,1.035918106579605
39480,-gas-loc-support,Pointers-void-Pointers-Prog,0.0
39481,-fmessage-length=3,Pointers-void-Pointers-Prog,0.94119253328673
39482,-fira-verbose=3,Pointers-void-Pointers-Prog,1.0053485651044878
39483,-fmerge-all-constants,Pointers-void-Pointers-Prog,1.00826509828438
39484,--dump,Pointers-void-Pointers-Prog,0.0
39485,-fhandle-exceptions,Pointers-void-Pointers-Prog,0.9800873524221774
39486,-msseregparm,Pointers-void-Pointers-Prog,0.9907427330618788
39487,-free,Pointers-void-Pointers-Prog,0.9433998856689734
39488,-ftree-dominator-opts,Pointers-void-Pointers-Prog,0.9279731323283598
39489,-fmath-errno,Pointers-void-Pointers-Prog,0.974727001684651
39490,-fsave-optimization-record,Pointers-void-Pointers-Prog,0.0
39491,-mforce-indirect-call,Pointers-void-Pointers-Prog,0.0
39492,-mrdseed,Pointers-void-Pointers-Prog,1.053589238833683
39493,-fmax-errors=2,Pointers-void-Pointers-Prog,1.0190959154761814
39494,-finline-atomics,Pointers-void-Pointers-Prog,1.007242262618436
39495,-mfused-madd,Pointers-void-Pointers-Prog,1.0000091183772604
39496,-fsched-stalled-insns-dep=2,Pointers-void-Pointers-Prog,1.004583374276145
39497,-mavx512vnni,Pointers-void-Pointers-Prog,0.0
39498,-fchecking,Pointers-void-Pointers-Prog,0.0
39499,-fgo-debug-escape,Pointers-void-Pointers-Prog,0.0
39500,-mcrc32,Pointers-void-Pointers-Prog,0.936498867381999
39501,-frerun-loop-opt,Pointers-void-Pointers-Prog,1.0184291570707855
39502,-fsched-verbose=1,Pointers-void-Pointers-Prog,0.8474075510186879
39503,-fstack-protector-all,Pointers-void-Pointers-Prog,0.8773207219773435
39504,-ftree-ch,Pointers-void-Pointers-Prog,0.8869731702170366
39505,-fexpensive-optimizations,Pointers-void-Pointers-Prog,1.004244684986768
39506,-fprofile-update=prefer-atomic,Pointers-void-Pointers-Prog,0.0
39507,-frequire-return-statement,Pointers-void-Pointers-Prog,1.0117014826238897
39508,-fipa-stack-alignment,Pointers-void-Pointers-Prog,0.0
39509,-mavx512cd,Pointers-void-Pointers-Prog,0.0
39510,-fconstexpr-ops-limit=0,Pointers-void-Pointers-Prog,0.0
39511,-ftabstop=2,Pointers-void-Pointers-Prog,0.9076440165583493
39512,-mx32,Pointers-void-Pointers-Prog,0.0
39513,-flto-compression-level=<number>	Use,Pointers-void-Pointers-Prog,0.0
39514,-ftree-partial-pre,Pointers-void-Pointers-Prog,0.8709626415516625
39515,-frename-registers,Pointers-void-Pointers-Prog,1.030793076812654
39516,--pedantic-errors,Pointers-void-Pointers-Prog,0.8965797609846007
39517,-ftest-coverage,Pointers-void-Pointers-Prog,0.9983440461383006
39518,-gcoff1,Pointers-void-Pointers-Prog,0.0
39519,-fuse-ld=bfd,Pointers-void-Pointers-Prog,1.0357686832556885
39520,-m8bit-idiv,Pointers-void-Pointers-Prog,1.0021349132245
39521,-mrecip,Pointers-void-Pointers-Prog,0.982986296146005
39522,-mmpx,Pointers-void-Pointers-Prog,0.0
39523,-std=c++0x,Pointers-void-Pointers-Prog,1.0113613689980163
39524,-fgcse-lm,Pointers-void-Pointers-Prog,0.9804147212639124
39525,-fmem-report-wpa,Pointers-void-Pointers-Prog,1.0037725738705576
39526,-ginternal-reset-location-views,Pointers-void-Pointers-Prog,0.0
39527,-gdwarf-,Pointers-void-Pointers-Prog,0.0
39528,-fsso-struct=native,Pointers-void-Pointers-Prog,0.0
39529,-fisolate-erroneous-paths-attribute,Pointers-void-Pointers-Prog,0.0
39530,-ffp-int-builtin-inexact,Pointers-void-Pointers-Prog,0.0
39531,-freciprocal-math,Pointers-void-Pointers-Prog,1.0154450651800435
39532,-fvisibility=public,Pointers-void-Pointers-Prog,0.0
39533,-ftabstop=3,Pointers-void-Pointers-Prog,0.9931202422280636
39534,-fvect-cost-model=cheap,Pointers-void-Pointers-Prog,0.0
39535,-mdispatch-scheduler,Pointers-void-Pointers-Prog,0.8667001459149211
39536,-fkeep-gc-roots-live,Pointers-void-Pointers-Prog,0.0
39537,-fstrength-reduce,Pointers-void-Pointers-Prog,1.003404384861009
39538,-gxcoff,Pointers-void-Pointers-Prog,0.0
39539,-finit-real=nan,Pointers-void-Pointers-Prog,0.8905935784503354
39540,-finline-limit-,Pointers-void-Pointers-Prog,0.0
39541,--undefine-macro,Pointers-void-Pointers-Prog,0.0
39542,-mhle,Pointers-void-Pointers-Prog,1.011553025856373
39543,-fira-hoist-pressure,Pointers-void-Pointers-Prog,0.9962170103233255
39544,-std=gnu++1y,Pointers-void-Pointers-Prog,1.0057953252210452
